Title,Date of release,Duration,Genre
words bubble up like soda pop,2021,87 min,"Anime Features, Children & Family Movies, International Movies"
sanitation day,2020,105 min,"Dramas, International Movies, Thrillers"
sexy beasts,2021,1 Season,"British TV Shows, International TV Shows, Reality TV"
too hot to handle: brazil,2021,1 Season,"International TV Shows, Reality TV, Romantic TV Shows"
trollhunters: rise of the titans,2021,106 min,Children & Family Movies
milkwater,2020,102 min,"Comedies, Dramas, Independent Movies"
okupas,2020,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows"
touch your heart,2019,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
the tambour of retribution,2021,91 min,"Dramas, International Movies, Romantic Movies"
cosmic sin,2021,88 min,Action & Adventure
2 weeks in lagos,2020,107 min,"Dramas, International Movies, Romantic Movies"
deep,2021,101 min,"Dramas, International Movies, Thrillers"
explained,2021,3 Seasons,"Docuseries, Science & Nature TV"
fear street part 3: 1666,2021,114 min,"Horror Movies, LGBTQ Movies"
johnny test,2021,1 Season,"Kids' TV, TV Comedies"
la ley de herodes,1999,123 min,"Comedies, International Movies"
naomi osaka,2021,1 Season,Docuseries
the beguiled,2017,94 min,"Dramas, Independent Movies, Thrillers"
the book of henry,2017,105 min,Dramas
the twilight saga: breaking dawn: part 1,2011,117 min,"Dramas, Romantic Movies"
the twilight saga: breaking dawn: part 2,2012,115 min,"Dramas, Romantic Movies"
the twilight saga: eclipse,2010,124 min,"Dramas, Romantic Movies"
the twilight saga: new moon,2009,131 min,"Dramas, Romantic Movies"
twilight,2008,122 min,"Action & Adventure, Dramas, Romantic Movies"
a perfect fit,2021,113 min,"Comedies, Dramas, International Movies"
beastars,2021,2 Seasons,"Anime Series, International TV Shows"
cheech & chong's still smokin,1983,91 min,"Comedies, Cult Movies"
emicida: amarelo - live in sã£o paulo,2021,100 min,"Documentaries, International Movies, Music & Musicals"
her private life,2019,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
lift like a girl,2021,93 min,"Documentaries, International Movies, Sports Movies"
my amanda,2021,90 min,"Dramas, International Movies, Romantic Movies"
never have i ever,2021,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
surf's up,2007,86 min,"Children & Family Movies, Comedies, Sports Movies"
the unknown saint,2019,100 min,"Comedies, Dramas, Independent Movies"
this changes everything,2019,96 min,Documentaries
a classic horror story,2021,95 min,"Horror Movies, International Movies"
gunpowder milkshake,2021,115 min,"Action & Adventure, Comedies"
heist,2021,1 Season,"Crime TV Shows, Docuseries"
my unorthodox life,2021,1 Season,Reality TV
private network: who killed manuel buendã­a?,2021,100 min,"Documentaries, International Movies"
the guide to the perfect family,2021,102 min,"Comedies, Dramas, International Movies"
american woman,2019,87 min,"Dramas, Independent Movies"
bridgerton - the afterparty,2021,39 min,Movies
day of destiny,2021,110 min,"Children & Family Movies, Dramas, International Movies"
ridley jones,2021,1 Season,Kids' TV
born to play,2020,93 min,"Documentaries, Sports Movies"
american ultra,2015,96 min,"Action & Adventure, Comedies"
the stand-up,2019,93 min,Stand-Up Comedy
the tour,2016,93 min,"Comedies, Documentaries, International Movies"
atypical,2021,4 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
biohackers,2021,2 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
fear street part 2: 1978,2021,111 min,Horror Movies
finding hubby,2020,105 min,"Comedies, Dramas, International Movies"
how i became a superhero,2021,101 min,"Action & Adventure, Dramas, International Movies"
how to become a tyrant,2021,1 Season,Docuseries
last summer,2021,102 min,"Dramas, International Movies, Romantic Movies"
lee su-geun: the sense coach,2021,46 min,Stand-Up Comedy
lethal love,2021,89 min,Thrillers
ratchet and clank,2016,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
the cook of castamar,2021,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
virgin river,2021,3 Seasons,"Romantic TV Shows, TV Dramas"
back to q82,2017,104 min,"Comedies, International Movies"
elize matsunaga: once upon a crime,2021,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
home again,2017,97 min,"Comedies, Dramas, Romantic Movies"
midnight sun,2018,91 min,"Dramas, Romantic Movies"
resident evil: infinite darkness,2021,1 Season,"Anime Series, TV Horror, TV Thrillers"
rock the kasbah,2015,106 min,"Comedies, Music & Musicals"
awon boyz,2019,38 min,"Documentaries, International Movies"
brick mansions,2014,90 min,"Action & Adventure, International Movies"
cat people,2021,1 Season,Docuseries
clash,2020,87 min,"Dramas, International Movies"
dogs,2021,2 Seasons,Docuseries
major grom: plague doctor,2021,138 min,"Action & Adventure, International Movies"
mama drama,2020,105 min,"Dramas, International Movies"
tango with me,2010,104 min,"Dramas, International Movies, Romantic Movies"
the mire,2021,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
the war next-door,2021,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
therapy,2020,85 min,"Dramas, International Movies"
this little love of mine,2021,92 min,"International Movies, Romantic Movies"
three thieves,2019,108 min,"Comedies, International Movies"
a land imagined,2019,95 min,"Dramas, International Movies"
ask the storybots,2019,3 Seasons,Kids' TV
between,2016,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
chelsea,2017,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
code lyoko,2007,4 Seasons,Kids' TV
colony,2018,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
cuckoo,2019,5 Seasons,"British TV Shows, International TV Shows, TV Comedies"
derry girls,2019,2 Seasons,"British TV Shows, International TV Shows, TV Comedies"
girl from nowhere,2021,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
good morning call,2017,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
har kisse ke hisse: kaamyaab,2020,105 min,"Dramas, International Movies"
i am a killer,2020,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries"
i think you should leave with tim robinson,2021,2 Seasons,TV Comedies
kim's convenience,2021,5 Seasons,"International TV Shows, TV Comedies"
larva,2015,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies"
marcella,2019,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
midnight diner: tokyo stories,2019,2 Seasons,"International TV Shows, TV Dramas"
my little pony: friendship is magic,2018,8 Seasons,Kids' TV
orange is the new black,2019,7 Seasons,"TV Comedies, TV Dramas"
puffin rock,2016,2 Seasons,Kids' TV
rehmataan,2012,116 min,"Dramas, International Movies, Romantic Movies"
return of the prodigal son,1976,124 min,"Dramas, International Movies"
richie rich,2015,2 Seasons,"Kids' TV, TV Comedies"
rise: ini kalilah,2018,101 min,"Dramas, International Movies"
scream,2019,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries"
shtisel,2021,3 Seasons,"International TV Shows, TV Dramas"
si doel the movie 2,2019,95 min,"Dramas, International Movies"
some assembly required,2015,2 Seasons,"Kids' TV, TV Comedies"
tales by light,2018,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV"
terrace house: opening new doors,2018,6 Seasons,"International TV Shows, Reality TV"
the a list,2021,2 Seasons,"British TV Shows, International TV Shows, TV Dramas"
the new legends of monkey,2020,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
the worst witch,2020,4 Seasons,"British TV Shows, Kids' TV"
truckbhar swapna,2018,128 min,"Comedies, Dramas, International Movies"
ujala,1959,143 min,"Dramas, International Movies"
undercover,2020,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure"
workin' moms,2021,5 Seasons,"International TV Shows, TV Comedies"
yoohoo to the rescue,2020,3 Seasons,"Kids' TV, Korean TV Shows"
you are my spring,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
we the people,2021,1 Season,Kids' TV
grey's anatomy,2020,17 Seasons,"Romantic TV Shows, TV Dramas"
big timber,2020,1 Season,"International TV Shows, Reality TV"
fear street part 1: 1994,2021,107 min,"Horror Movies, LGBTQ Movies"
haseen dillruba,2021,136 min,"International Movies, Romantic Movies, Thrillers"
holiday on mars,2020,94 min,"Comedies, International Movies"
mortel,2019,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
rattlesnake - the ahanna story,2020,136 min,"Dramas, International Movies, Thrillers"
snowpiercer,2013,126 min,"Action & Adventure, Cult Movies, International Movies"
the 8th night,2021,116 min,"Horror Movies, International Movies, Thrillers"
winchester,2018,100 min,"Horror Movies, Sci-Fi & Fantasy"
6 bullets,2012,115 min,Action & Adventure
air force one,1997,125 min,Action & Adventure
audible,2021,39 min,"Documentaries, Sports Movies"
austin powers in goldmember,2002,94 min,"Action & Adventure, Comedies"
austin powers: international man of mystery,1997,90 min,Comedies
austin powers: the spy who shagged me,1999,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
boogie nights,1997,155 min,"Comedies, Dramas, Independent Movies"
bureau of magical things,2020,1 Season,"International TV Shows, Kids' TV, TV Mysteries"
charlie's angels,2000,98 min,"Action & Adventure, Comedies"
congo,1995,108 min,"Action & Adventure, Thrillers"
dennis the menace,1993,96 min,"Children & Family Movies, Comedies"
dreamy eyes,2019,117 min,"Dramas, International Movies, Romantic Movies"
dynasty warriors,2021,118 min,"Action & Adventure, International Movies"
generation 56k,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
hampstead,2019,103 min,"Comedies, Dramas, International Movies"
kung fu panda,2008,94 min,"Children & Family Movies, Comedies"
kung fu panda 2,2011,93 min,"Children & Family Movies, Comedies"
life as we know it,2010,115 min,"Comedies, Dramas, Romantic Movies"
mary magdalene,2019,120 min,"Dramas, Faith & Spirituality, International Movies"
masameer county,2021,1 Season,"International TV Shows, TV Comedies"
memoirs of a geisha,2005,145 min,"Dramas, Romantic Movies"
midnight run,1988,126 min,"Action & Adventure, Classic Movies, Comedies"
mobile suit gundam hathaway,2021,96 min,"Action & Adventure, Anime Features, International Movies"
mortal kombat,1995,101 min,"Action & Adventure, Sci-Fi & Fantasy"
mother's day,2016,118 min,"Comedies, Dramas"
no strings attached,2011,109 min,"Comedies, Romantic Movies"
not another teen movie,2001,89 min,Comedies
ophelia,2018,106 min,"Dramas, Romantic Movies"
pet sematary 2,1992,101 min,Horror Movies
quarantine tales,2020,1 Season,"International TV Shows, TV Comedies, TV Dramas"
rainbow rangers,2018,1 Season,Kids' TV
red joan,2019,101 min,"Dramas, International Movies"
sailor moon crystal,2016,3 Seasons,"Anime Series, Kids' TV"
seven pounds,2008,123 min,"Dramas, Romantic Movies"
she's out of my league,2010,106 min,"Comedies, Romantic Movies"
snow day,2000,89 min,"Children & Family Movies, Comedies"
star trek,2009,128 min,"Action & Adventure, Sci-Fi & Fantasy"
stuart little,1999,85 min,"Children & Family Movies, Comedies"
sword of trust,2019,89 min,"Comedies, Dramas, Independent Movies"
talladega nights: the ballad of ricky bobby,2006,108 min,"Action & Adventure, Comedies, Sports Movies"
the american,2010,105 min,"Dramas, Thrillers"
the best of enemies,2019,133 min,Dramas
the game,1997,129 min,Thrillers
the karate kid,1984,127 min,"Action & Adventure, Children & Family Movies, Classic Movies"
the karate kid part ii,1986,113 min,"Action & Adventure, Children & Family Movies, Dramas"
the karate kid part iii,1989,112 min,"Children & Family Movies, Dramas"
the life of david gale,2003,130 min,Dramas
the long riders,1980,100 min,Action & Adventure
the queen,2006,103 min,"Dramas, International Movies"
the strangers,2008,85 min,"Horror Movies, Thrillers"
the sum of all fears,2002,124 min,Action & Adventure
the tourist,2010,103 min,"Action & Adventure, Romantic Movies"
underworld,2003,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
underworld: awakening,2012,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
underworld: rise of the lycans,2009,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
voiceless,2020,112 min,"Dramas, International Movies, Thrillers"
what dreams may come,1998,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
why do fools fall in love,1998,116 min,"Dramas, Music & Musicals, Romantic Movies"
working title,2019,110 min,Dramas
young royals,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
america: the motion picture,2021,98 min,"Action & Adventure, Comedies"
deranged,2020,98 min,"Dramas, International Movies"
droppin' cash: los angeles,2019,1 Season,Reality TV
legendâ ofâ exorcism,2020,1 Season,"Anime Series, Crime TV Shows, International TV Shows"
lying and stealing,2019,100 min,Thrillers
mommy issues,2021,90 min,"Comedies, Dramas, International Movies"
prime time,2021,92 min,"Dramas, International Movies, Thrillers"
somos.,2021,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
sophie: a murder in west cork,2021,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
the daily life of the immortal king,2020,1 Season,"Anime Series, International TV Shows, Teen TV Shows"
starbeam,2021,4 Seasons,Kids' TV
a way back home,2020,82 min,"Dramas, International Movies"
killing them softly,2012,97 min,Dramas
the seven deadly sins,2021,5 Seasons,"Anime Series, International TV Shows"
wanted,2019,90 min,"Comedies, International Movies"
into the wind,2018,76 min,"Dramas, Independent Movies, International Movies"
wonder boy,2019,83 min,"Documentaries, International Movies"
here comes the rain,2010,101 min,"Dramas, International Movies"
the ice road,2021,109 min,Action & Adventure
ray,2021,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
sex/life,2021,1 Season,"Romantic TV Shows, TV Dramas"
godzilla singular point,2021,1 Season,"Anime Series, International TV Shows"
jiva!,2021,1 Season,"International TV Shows, TV Dramas"
sisters on track,2021,97 min,"Documentaries, Sports Movies"
the naked director,2021,2 Seasons,"International TV Shows, TV Dramas"
the seventh day,2021,87 min,Horror Movies
good on paper,2021,94 min,"Comedies, Romantic Movies"
murder by the coast,2021,89 min,"Documentaries, International Movies"
the house of flowers: the movie,2021,88 min,"Comedies, International Movies, Music & Musicals"
the parisian agency: exclusive properties,2021,1 Season,"International TV Shows, Reality TV"
too hot to handle,2021,2 Seasons,"Reality TV, Romantic TV Shows"
broken,2019,108 min,"Dramas, International Movies, Romantic Movies"
o vendedor de sonhos,2016,96 min,"Dramas, International Movies"
osuofia in london,2003,84 min,"Comedies, Dramas, International Movies"
osuofia in london ii,2004,70 min,"Comedies, Dramas, International Movies"
this is pop,2021,1 Season,"Docuseries, International TV Shows"
#selfie,2014,125 min,"Comedies, Dramas, International Movies"
#selfie 69,2016,119 min,"Comedies, Dramas, International Movies"
love is a story,2015,105 min,"International Movies, Music & Musicals, Romantic Movies"
the mole,2001,2 Seasons,"Reality TV, TV Action & Adventure, TV Mysteries"
"nevertheless,",2021,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
